vendor,pickup_zone,dropoff_zone,trip_time_by_sec,pickup_time,dropoff_time,fare,tips,total,verbose
yellow,8,9,7265,2020-04-17 12:24:32.373148,2020-04-17 14:25:37.373148,363.25,36.33,399.57,3rLCaMyafbNSqrkQUaoObb7IcUP0wpIicE2UCSVPETniKPPDxlDvo1DkLPuYfQm6md0JHagxgMGoKhf4EyWKq3bm9bm3Q7rFaTXw7SMbrUKldNYYXoxQjZ9MjyBNWD2IbZrVfOxqaqSujCr8UTYqkfU21eINq8xuIIcAdgCZVj9eFsaW3KDkFeiUWuoAwE8W635xwoAxKaHwNeQVZnCaUTVscygXrm6TSxHFqDRqTbAyqzYltRn09r9pWaAo6ekns1IDqQvVzutoh7m0srTQrcAdIoSfWrFDDIp8Tro5DAg0kTkvVh2r7SCZoPK0blhYmCMeu70LQDu6H3ijT5wcPcq75B2Fhv1oZmCWBk4RTwDh4JLuHU3eiNUHjfv4yqo7UVlSVydWa7ptEql7gtZwfG3kn98mfSpdoAJBhL4H3VHkS97M42WsO0y8A3SZZaPCLMecUo828NPbvBytFFFSvmafcqAqIiyP6DbHG8HMNkoMZhDnwhlGkn9gdr6tGLJpUQ403HSbeEKmikK9xvorw699dOpVzIbFGi6hGujKTPZ2NNhafafiSnuOkUGwX61VHVCc8h4ZOJGzk9iALaHHsb1rOGh5Cp11IrVVImcRssOe0bGM0WIf07zCgFWx6IrK4xuOYX3Uss9nWABk5i9BvL7qedz3BVhiwRC7f1N6P7YNfl8N7UhNfTLjwV9v2iwP95Fbbfa0eAfGMzmfd6zEpHO5GcCpsPRrzrrl1EhCVSi5jLgKJ1gYuJIfulPT89in
blue,20,18,7499,2020-04-17 12:24:32.374168,2020-04-17 14:29:31.374168,299.96,21.00,320.96,UeL5XMm5btBwv3WlCAXxTTLSnNLhLX2uUiE1YnxnTpQ9gZg5Gr94rz0CGuLpMhy7iBl5UF9cAKPK3U0TehtyMDPg51PB6RpEyFRsrg5FXO8AZWVBT34HA6pt7CuAHNR9qwLhUrjkq9tR3us4xOhfdqRiMttwqS9qp6CruDs6wPxdYgcV0rVH5XIzbim6mtuolpvnwZdGbSHlfdFWPmHWy83fA6w2mNVEKTf6HWqi6ZVsLJ5MBbcynDNaKDK0QAgtFMFzuLSivxs25AEcWRxGEfqe1SQLR9xR1koDHv0d0CczJD96TFIz6BMjVTvF8OOUjFE4S0qNsTaJh7PmLzO2bcYtCDpQ1JCsyanLI5oFLdOplQsoQQsQbakln7i3SkokZSoT2GGVmki4VJi6eioBkYpaiQqhe4oQ1WQV2Z5uuqABMP6RPfMepFmoOttlpYJUA2LRV4UPuiziGkQRVtTns21i4yGQhtD1n1i1I5SeszDs0HC2oc1G3XLKeV8BvHqnWfMTFZlcuzHAmPRCId56eIO3c25KVPqn8gr6voGBsT0tkEU2KoztLOrQUlDlCa7oAIE9jj7mySI5XJlt2HCpKNya23SMXhs5mUom9ISzfdCAUA6httSPfbgyPFXLnWPdPdsJhU7DKQpY6JtqnyAdC5cOaHq8bQim6lLkwy5bgAUmpSBhjCJggZ1Vd5zvkGdiF0dO94nAy3ho86x2T1oOdGL33Y6TNC8lN2jglOvm2Ko4fZZPCM5XDwMxBTKfLkhG
blue,6,20,2499,2020-04-17 12:24:32.375199,2020-04-17 13:06:11.375199,74.97,3.00,77.97,AIMsZ3RIyW6nKNizm2aUDAdwRArpIpEd9Y3NBxvc6msbgI1BsP2tQU3eK9EoYM035vQHxB4hhjctTsxH7UbbdsKHgRQLSFa66zRG2QGfoODnagvqUV05OwcoY0OdSjSiO0ZzXprSIhTQXI2A1wKX7sPTi84JLtN7MAenhSPH0BlvvgJX4qBwNpZ2uzbmrfjZbebAypy2CDvalgh9bcezu67Ex6WwbttAoGqFN3ah5ArIURWYwudymvN0iWqGiqZyTJQuwElPvUOQkAvyEUQhaPRwo8QcNYVR181hQwT2tf8gclIhi1ZqHvTG1nbfz70QN01Vg3C5kbRnXcxfasWQhlvn5nM7kbSWi12OOv2GsGOWXJLW8EqKuGAR6ByMHH5eLEB393i5FxsXSCZOBhk7VmbGQGfVIoIkKVeXaDeXoCfGRj5lVFHP7opT2AvrHkqJHFqtALPHzqaNK2TIk2jZYonbc9z8ZTT3QhxhFsEo6VfllfFLJHeizPUU0ctB9izK7NX4S2yQDR6VZQ0y5XEXvF93oeP7TSZ0X7qahGdbFaToc3K0LdvEBdAXwBmzrEjiEruXEBa5tQbNanB89HysSKe1y4SxsoTmaw9UKvEyoNlIWACRCr9BLY8c8iMSh5PGSyejDhdGJVhP0rC5UQTTiBP9YJK9qlTom04g112apmoVlupHCuQ2PB1qzUPzf5jePs4ogOywBM9ORfuW9YCs43JSq94ucvy5L4M2mqmapE4gzOIBsouTlTwi87H1uMti
green,7,8,7089,2020-04-17 12:24:32.376235,2020-04-17 14:22:41.376235,354.45,21.27,375.72,rW8rexArVxloZ65MwmCADWQmU7CSOlFpdmAIKfCffPMhjEP2J5CeApbV8EZsfowUvsN8rLKDkeXjArThkXba12Md3JqvKfjsOhtoYeFYR46JnwBZ1QXoC5xqRj8OZKRVcDcatWn8ovTV5cR89pX2g69Nwv69MSYYv26uyO2N38ry1hxev05ahgudxxlbl3T8XMeXkoefsejVeGhvZl83ehQacv4znr7jGxA7RQQwzwdixEeSpjt8Qkk8lnMTnSqIss6Uv1C7lar0ovFqyPAyeSSYG87U5vLXD69vszrUCchCJaLb9hMslk3w57hjCnVKi62eghqjlk57VRyBb7V40Lg6pyerc4R2ngokLdmseKy3Sq3rYKKfjADpzi6BLWjv7GTO9HqRLQBPdd3kmx3hvjWOOcGPKVJm8LDTQtUEIzTVQYrXlgCjVRkYyQQIpuFAUsonMYyD7xPr2r3Y6KjaCq7Bh8VgzQbx4UZzorRqBl1FhfEn6N8K2AjVoj704dlIcgtaHvL7ueF6uMzGqe9GCHMtqP9PVvk7vezG30MKGn51IThnIiuLbC2raWNUCCkPPgj0bdXY72ymqQgZiqIB9InVZ6mdWyWTeyZccarFOpi6dJxgNiayVBcTVqtoN7yKgU5cI1QN5aakddzYPdaY620XmfhLJs6qHz7YKw6vAWqqvCYPoGA27uVjxZ1swyQxWDDUPhtbqCHPHWWOCcqC0pGzxyiB2Dtbqr46ngRwak59JqnwKkjFfyolYmcfKjAW
yellow,9,3,4661,2020-04-17 12:24:32.377280,2020-04-17 13:42:13.377280,186.44,16.78,203.22,0ipkdu1wszgOkaKW1CtpRT0nj3McFwg25LatBSSDxkhJb05M92PDw1HtDD2fnIjPnfclCKCCAc8wnaHbQZrxwukdAfMa8XqfEGFuoBLcbXKvZXnQvRRCVnYzOiEd8R0onFiA3wlapOn6nWN59nAy68ngvK03IGpEyExkMeQobAeWvk8lYjMnSeZvSsMpzMLzTe9fMxqxnapLWgzzCc01rr6Eod9ZVxx5wbKkHMUK0mwup1rAbxPKuBxLJHp6lTegO2bJuOvvMSg3G2RdLPoeT6KBm054BrprJGGnMoxfIfhUrBzyWi1e2L4PCzI61XvU188UWkEdKugqsmDw8l0McmzcQwNKMV7345PXkRRDtGAVplEG773zkgQJokLQXKYRUdkLX46NTuvZDJAIoq4Nn09PSzEJoK23SMNrnjslR6S6W3qZOGnz0J0t27zSgJ7pddoyjDKdMRrFjN55dkaBqlnshRGjaIjzhD81Acod2P29FrbBiL1ZZdzlJYg9PjqwKZ6cjAwAA29fP3Bh83kIFZC3kJzZbBPAeJpu9zMYo10tPRGJ82nMYv1uYWPSyap4Ja5iXYhDJ6CbKE5lzZPsPOVXMT2tiTyGVj41F6EtgPdBKNfkMGZCCJuPlMCBhSTa7QqUD37EMo8jXQsZXPUshNcZVvkUX3aMtdXarvc977dNCWMTms6V0j5TwNtM0yzOZ6nxJrBXiwtsCraStDNmagIUbws8SJsNCHhvN0KDwL4JIf40HEtwAlDBs1IcQdAp
blue,3,2,1885,2020-04-17 12:24:32.378396,2020-04-17 12:55:57.378396,56.55,5.09,61.64,r16LFpeuteKJtt6Lm30owEpNVIEznc4XZkMYHcQog9Vfaklsw81YW5bxUZfOUkD60fv9QAMyUCNsr59HUZkMMfkxJZs0l0kwVEsZMakKlrj2itJEqFXdUfMlVyBfA4O1UW5EUqK5DTCmodty3CjWzQLAT0Oq95SmTa95kWXkF1Y3PVpTWcrjS7FrWBJU2PLhF5LYK6l2drSHusC3bfhIY5d1xRiara2R27okYRV97hmunLYFXYsCPy6ayfpUQWeIYQZgq2K0cih0g7RO7pGVSjwTnCPDPGbAZCsQR2bgZCAnH2KEnR6kt7JkXLNycuEDRQTFYmcth0cSz4k0CV9HoVbZWEqmrWIIgHjCBvXDuMXtE1A1XXdLOkZ6lKQsFJe3GlmpEPUvOj8taXLPBMyC5YrRqTLNjaIGVx3VkraSQehqS82UJrK1mJePkrkZxkJMERw5NtYNXeR5GQ5QqAW7mq1XWwxfrKigrlMoGK4O15dgkCn9jubm9TG645UECGbleGAfns8Os7e95PX78u8Ew3JdvvNw6P7s46cyLUlgSYEWWJs40nqUEtJZCRB9F2ZWii92PGYRTeHfI0wo7OmCR9joZ0UNwMMNFfrjTsmh3GFX4INGPwzkTUiia80Xu21yHK5WVBm7kgljmFxQmPKushxAYefjaPlkBuVoOUUYxvJpUBQKIVyjBd5wHbJZCJwhSxNTnbZLZmxVb3E1prweSSlRNmF7qQxQJLloGtCnG8myldEIC1La24u2dnXZ0wzF
green,1,20,2524,2020-04-17 12:24:32.379370,2020-04-17 13:06:36.379370,75.72,6.81,82.53,4DSAtG5osFRCkXKATetV6I5jwEuwj1Qknvb9s4V6of6nN93p8BusDnjSs1W1KH6JwhjDdpxAs5yYen6RcgWv2qitvM9r3w7pv8VwPv2szpPRVwKyyjOW915XQQNJ7gVy5EmPRCCSg3O8yeCZDMcK6UnJHwicWvhwlfPQBIqTfuNSGpkIWPLLQtn0PuYXLzyo4Y2iTYtOIenvC7xo3aiQs6kd72jtiQaMoX9zLRVeCKSp4D8HJSK7q2m740KDx9c9mdDUbsWB9q6rLNzqgRAr0T1QyCMAHAkv3u9ZIEbtrQcOGdp3lFsWzgM2YotJ0l3SO7r44Y2SLeZqyvymNF2SyrC0srdRurucCdtwLG2BAoyfWJxrlj1yZLJHIPoq3mcFPLddRSdgYLdHQIQqNJT45uUYx9dnIdWDj17FUS8zxMrdpnsFSPxv2phhH6gUOAKuWmx6IUWfa57jA0LPV8YDga7aZp6J4oPQf9vMPmxcSOtR6NvB9v6B93NzJIuZnrqX7NXcLwTTpA6sohMyYgQrmC7FrQeCQYFWeqf15iITjUfErJ5OfLpzFHCeAsyC4INocJQMz5dPQYq0k5RZiMsfUTfhRDd9UaJS0AFMxWnjvGE6UFvwQjTpczG0vFJQYAl8VUzQ7w0TzNR0uwOTDiStaYhcX75HvAExR72qoHxNdrTCgZe5w2Loh6CQbhuhjpGCsC3zLjcWZcijQlnBf0gqvrF1OaZyeb49P9YqfznN0HqcaZCinEXrqt35MOYKuXDl
yellow,6,6,5623,2020-04-17 12:24:32.380342,2020-04-17 13:58:15.380342,281.15,8.43,289.58,RxRmenfH1gwEKAzDqX9qnD8ccksSXfg8QyjOQNvc2h7Le9ulV5KAt0ZoiHzMBy730ZVsK7ng4vcEL7Dn2W4tJ5opTk4Cd4TogXKT0IVJFk3G58z2pIGFZZIRAI7alFuxS5yafCkDHuatl3Gj62RKatuYlko2kcP9Uhn0JzFJt5DL9b3jcfLOEujDpI94Rfcr24edd3mwhM9c4lZ3dcD6QFaBn0o7zHQJATjOFVwC0nGrfavayeTpnl8xzecHaT1xzJ1ePyu5ufEqaM5bWUQAcNODDpniQjys24tglA5EwGhiRreqElmxbR7pyCgQkJ3E1uvCiLwEPaRtpoq0sz64tzEkFj7ZHqtFVURvif4htWqPwjbg3FNKG5Mvvbmn5BAISpngoV1JG1JrDWdFiJg2n1cutLoPoxTD54FIe0vTCqfeEaP0QcNLYROVrhFLT0wqVZli3pf6uCwTKZ57HzpKPFEOKZeKFrNP6UlXeRBQ3dXgyCQDBFBrB9GoMIoKEl5JBawJNXaFLXYuIJDY9eKD9wJcJY7y4EUo9izrjRgXctcYL6SSHTurnISHed8i8ez9HRugdVNUgWLv99H9PRMislQfECAMsCEwbfHN5Rl0ZIBD7FIxmqj37ZIEO0JlbNVJxz2f69wUM3aFMrA4T64k8z5gyerwfSe2xUABKSZKT4emD9TtZg0tDver6YUOWF4MRHFm5MmgKpiVsXojeruoF4GHjOJq5QwYNwMTygHJddvrZJqXElhevbmqZVpThXyw
green,9,10,4417,2020-04-17 12:24:32.381416,2020-04-17 13:38:09.381416,176.68,12.37,189.05,Wu0ow9aG4tbdG0CaLWhmf0yXv6wpNwV4SoiOJdYDuQBTd28UYMueDsH5cFvjf7s1fAM9lmw2P492GHnR46rC9BPGfkMNMjT3DGkIMGntG0mqJso8MYnSS9VH48QjVKiaBP52eDDKFvAUeNRRlWfWbduWs6qRlqoX8rhzH79yDXAEp1H0LQRbqtKCAvA3RaseRM2956Lken0xJT8HEPtycOIbJNpkZGhQRvqkO926bDg5oEy5XLg5sdP5RtOgBPiJShPwwj3NJjlXMf1wnZcn7PVUcv3PH8mSZUhZwkKLvsLmXpoPS3vl5wlSoxC8XUeYzvXzs8L5f8y9tyeiOyjxPXNUJzW1Eriztr7sHMtqFLdXVXlHo6ZjYBuVocsExQBFjjb91MoryLpINpdhybViZqNyNQi81BOtTGFouABQLdX0XFveomHf1sms5NW5xXPwfLWP352D6RzEmxaUrLuG77ZnC0J1u3vNubqSAulVmFVLWVnph3Y9auo2epHhtKA0Y7jiNEiWCoawCghHTGdI0rWuXjV00jq7dOkqajzEVthZGUVhGqL95AZ1yCqomxf92RtNyW476fN6ZzRV5LLN7jP29xZrUATVKzdAJMn8H1cPcdvYMjyNQW3j2GyllcfDgczTqFzwMnpRWiXlhI2D5yxoKkYXE1QJky7xU51k3O18rX1uzpB0cJyEXC9wlIMJ2pIATXv79OajLhbrw8234N5qpoBKqBiF4e3zL0P4ICTUuuVcvq2xry8lNQkIqLoZ
yellow,12,1,3264,2020-04-17 12:24:32.462808,2020-04-17 13:18:56.462808,97.92,8.81,106.73,TjIhdSZHKsloNmJhcrN1jrXH4Xi3KwAgGSx0XGTH6a09SDpQveaTuztWGsoZFdLUCEreoEDL3uJVK1mHzIOaxcmAyIJxPfH2sfJaaQbGDcyrH2GuBpl9rsyre1iGoUC7L1jwOOSITReiYF1ugvVAGJ5J2mM0m74iZUViJPA0mmDzrBLlmgMIy9KyoJUy8oqliA2i3IfInYkyPHVKNR5dtoKwa6vNqsSVL7y7e8RbXm5IYU6MXBa6kcnrQcDNiU9joRCAUG93eI0zCsuVZC3cafg2Q04Rri9OoTdIIwdhfiA7Yir3C8vcGR6vO399yLSt7rvB5M6odnQoSmBr2zp0dxWgBJDRNkiOYlEKSvMCVd6Ig3kJ4UeK2vyoYpHh2mnThQTfC3t15WFjCxZdHNYwbiv1JQDWu3jAeYXY5qvMi7IAQAx1zFnG9VkmQpJJdWmsI7RQvoFzqtl3tpc33UbC2Td3f6k4A3SznRScIhSNe0XYLpnnJB9EMZdUUipVthLlexlKFnOCmLJpUEQTYUA2k1MjlniSOLt8epOgcUEYWgjSaAgBYLkSeLFclZN1R1LYrjJOhzfCNKt8NMsLE05ag1KrUp3jnNn3xMeiFHbKH9NegHCUo32HjcL8jahVWM9KnoOQzCGN1Fp185eZKIbxQ84RACOAQxvzZWpTXNkQfb1ekH7rRTa8pde3C2Fdv2LwLgB4TpdEEsUkVC6N30JMozUscwpRjfoEqXSc3j2iDZrGYXRbqVZrgZz10jWw2zOL
yellow,8,9,3158,2020-04-17 12:24:32.464199,2020-04-17 13:17:10.464199,126.32,6.32,132.64,FSn1Lln1GMrRykpDizdtyMYIpLviSm2PnUfyhiDoh3QskzfFniRi5p0ig9xu1sjYQGa6QjcwWplIEW0fKnFwDrehl2O1bggjRxu5IaTU6czPQUX7HpZCXjMoLMRu7BNdTqrWwDMmEQDxDfoOyCG6wrz4BwMkUhAOrgR2niBbu1UixCJqy2ZX2IdX2pKId0KhP1P1c3TsYODGfX2t8H2uzBs6ufT2ciQNYJ6CKNEjoXVRc3TcHTSjmzaEAWrehakUueo3T0mh2aKoobPuoev7KFwKmN0y5nawnGjri0zeZMjBTE8fJTDuYZr4SciZsFQmFDIo0m8jBiqF718QST8r8LyynGvmANWVyFZ3MCU9ueCD7Vl2AFjZqoRDQT2c70AXiXhgOXXc5QpI5oGMVlYxNLeiXPDuVPchXkVYXvSwv3UvWPyJtdwWaZYPZl9yMg8EWKLVslGtFLVvRtbZcM6hkcaUB5cFY3R67xb2iqBlDFJq2Pif3zXPVRJU7W9CcnqzKfq3MC35ozFjhie3PRlPHbI5pUergM98YC0lFkZhVDxqxDrccWazBrbTUULY1mkxiidgFki50w28HM9OXU4wo9SnvPTmZgVSNx3GGETkpiYDTRysHODHaubeWlqshTBBmpiSPqWRYgmwUnOtQpcdQHON4HTgVKfrB1SBBWvdulgs8R5DNqWdHTKBRx0ugTpmWPy0xeHOhk1pJKa4E3s3s2ncfXWQyTZreFlp0S6OwcPIcr8R0ZM5XO6GKI5Oe6RU
green,7,11,4331,2020-04-17 12:24:32.465254,2020-04-17 13:36:43.465254,216.55,21.66,238.21,IrMpcyjW362GMPxZxuXU64nnFfCgoigbhgusJBBNl2tDt6RFM2Vb8ALufcu6ilhTlAPG1RVM7r9sVwZzFX01mkSw5PFnRJZpF4pMTmILDHrRmh6G69tAyHlqhDxxd2DZ2i3d4eRnsU35sfTKpHzcN5OlUnXzo84A54IsgzsWyIs80lZrNvYurS0AgmHZrc4bUNovpPCWxbReB3rqzpavqvc6irMNnJnsvHBSmGPuhh2fPUTWiNJqATiG1iatuEG0EVXigvCZZxbN8g354UHB9ebyOoXg9jPGCZjyRzLB92LNmFnn2mzhOFvGtEkqMtxmNMy3pLEZf0EUTu7IdQ5H8iklF0AKs9pGLhIWmE52MpOJmThsnEdfY40ZjUpm78BXZbE0RYtecdq2L7ARhl5wps2AIk0JKc2bSfo7rb2IpawEp3Qnz2UtTsJ9hCAksHx3D1pvNX2KfRpWrLEgBWppXVwekPFbQCDRPO5T4IYAP0kXfHDpVZmVK9Nbgx3mdxtimFB6kV3P9e0U2hElTUucxhqEIQ7s99ryOEUy8FqKnKjcM4UAQlC6tgmDItFuqUlsTUimnJ9pDpdqtCHRcpAAUiPulMm3X9Mx2RFjWRkq7pKhsgEt3PnbuWjoXbwbgxng9sGw5WoN4dC78kuugMm3h4xt8EnLifV3tgCFZrJD2OHGcvM5xKnEw2q0gZRS7tEpuKtZbqO8nvhApJjvzJzJoyXJ3i3jhZnIMYT5mfEtxUcRfLB5mYLSlhgTTfVHUPYE
green,15,19,998,2020-04-17 12:24:32.466320,2020-04-17 12:41:10.466320,29.94,2.40,32.34,ot6ti8UNsZgsfVFJaBPCiYgDBSiz61wQmBwN56NvNZR3aM8wFEelUdf76zUdLWKRPFWufTs4C7E4DESOMUjieWLjuy8oV2xRr4tflMZEZEgQd5ip0D8TxNXKC4hCrAnffeav9bjlrdcXGqS4WFWd9MmGF6KS367jENgiQ9p8EJFjV6zawrl23vhjzqiEI6xU51NOGBBB2r1Ze00uwfz5wHzhpa8eKNQ1L9tJ41ZIo6Miy7jbRPPmyiLxQ0k9d8Z0XZ0oUGukJCjOIwO6AsJNx332Rn3kKnfmIpCzEEQAMoLpJZRTQB4cNDL2uVoSOTf5Vx6o0dbiQ68rAjjVxKSmhe9DxB1pUtPT29XNQ2zQHymLKZ64EF0S3B0KqOC58SmvmgingzLZEwrKjvWYGevKSwD178RiPZVlAhhWdOVQhENr4bS9KPgSRSigClF9v0nAtyS2jbJ1CkLhtS0QGBlODWwwjNKuTM66brTQSQFNTleCgXMfQMC1Wb4YYtGUPqx2TMIOHNAst6cF1TMhFGG3CFxNH7zCqw4a9m7NyiOhNSWhiwTaNjytl5RvVXuvIGUlzkXYj7yZsyqn3x7O2TOZmUlMqlsOxQC3wx92vCZ8i5J9ZlX1E0ttjjXVXsrsRFAp0q8WB34w3wASDSjRVF2LSZbHult5Mgqz2J6ZE42bUO78bxvCUHKaYb2TrKG4kgpz8aN0ojSjVWnbC3TOVnJEV6mR2ll3BUIIzyoveKAlOfQveJNipZAY4xtgVQ8FSPGZ
green,2,11,590,2020-04-17 12:24:32.467320,2020-04-17 12:34:22.467320,17.70,0.89,18.59,r0a9NWAZioMQs8cky5MqNY3ajL7Z2nfojQmDosa2HBFrYbBcnVXB05xUv4DhETqiVSPUlOUzRQ5GMSLHOGTrznZ7bPkYPUqsm4VO8ZOhjUTSEvb6eygl16bB3tw5HUEFIoarjrKwuBtah94ULKJwoi0K3rro9ihJ0PdtU0SXhrlybOoJEQnnRW1eDxoJXQ6sl0dkC4UgaGbeDon52mQP6TpLyUX9aMsMuRtmJbjpwgxPgK4Pm33mzEys80rWWhPgWy3kBFdk5r1W947GleVaFi4LYG8qNCejeFVFMEqDtAtd9vv0JYrB4kROEuiH0gC4LWrJW8rS4QUGHLQEerQucwoePEUhNh9M4F52cy2K7Q5SJE9WwkPb4J4eHocDcHsCoSGkkdNGCfmytNcVBULbNHEkVEh1YWUT6WuqVV4gyGoetlLq8WyIRmgzuwYRSiS9yMNDACdeolcP0h74fCPnoskolFlY4NkzmQWhwsZxEnkjnb1n5bdBDIkmI9DPa6hj8xQVXFueCxqBSVqqlwjepeHNSbwiOMdtZWzLx7xXONjNVnr548oDq4PApbX1rSDRTHejmH9lqtEvt1szs3Vw2Zr3GQQlnb4nSpbiwisWVYKcdIGjMcGdYw3niXt0DMUuWlqUwmF8D0kEoiIe6uNwXaGkIxidfx2Dj58wRjqwaGC74eK80RqBywEQJsReHR8Rbq7Z5YQI5Lz8lDeqxOj7UZWdoJvaty9JHZTcFFPpDDzNTivfXZS1FDGwwf5DmR7A
yellow,14,7,4090,2020-04-17 12:24:32.468397,2020-04-17 13:32:42.468397,122.70,4.91,127.61,ZHuq7STTRw2OOJc38uiEqaAouDajggrevCr5osiFgkPewz40un7HuzMekRuR4Uwz2yUfndVzKY15SmBP0eM668cYcHJe9iy83NYxoyfBDJt97653ZRRFdseNv7mL06OaXCr8PJ8GWxSSuAtZsVwWbtf281G9kzB2lP0foUwZK0onrT2VwCSMtnde4wmyBQbb5dPdnH4MRhHXpfLOMRQxi1EvEcYpbKnzLJVCJnLDLIibrEOPPTrulIsb01hg97vduzbV2hDvItvcZCLp9BQU3D89p88zxoyuQqTaqPdyjMgCI1fkWSMn7gn9qdAw1ReVKF6dlE4OvRre0VVePwgDzBSLjwnFmmSAVv5sn9zD4xxaSXatbI92YCuuPKTUa9eWHDq5hSOoX2aRBvvqRTGagKpG0wDmPiry58Ut87u9tkmsbcFSiDAkbe2692BYQFMSVgAAJ1ta4dS0c7s9j9uibfmJXkOpLKS3qHSrX0KJON83GdvXrAyAyhNigqVS9bGKJpP48lo1Tb5BFv4p583ey3789CuAbpdjRlCqOiLNNA7gkMkm5fFlWKuX8Ccqs44FJauJTDqBIFKxesB41zrUmpaJqVDBfo7c7cZ1YIX7pttaF2X8cvD6n6LWzjs2LLKO37zLW0COKs3pJxfXl55ytaL826EUBp4ANLFgcmqO34RxdEw2AGEBvcuDSEG4pR4Ijnt71CEhDMao4Lz20PqAH9h2N9U3FgAdrUiVfAdwbbibmQ9NGhg349CBHqfGvc5c
blue,10,7,749,2020-04-17 12:24:32.469493,2020-04-17 12:37:01.469493,29.96,2.70,32.66,2ZzNZL9Qc5xD4GzDKdy0NIlWPqAAZ71qYO015l7TQgzDjWWOlW5lEcoDTkcNumgb41aeOWWJCDDMImqy0OwVcuIxpYRRZO4bnjYTESfk9tobxEnIw5yxUeX6XCg3JYgCp57MXl5bQMqFq8dPyFTgrgbEDK6jO7jF9v25EhGYmzPBIihgJA8G9qn0km5fA1dt2jMrYOe3yqccbdVYajvRS9Fdve7W9hY4kPP4uiaFs9Stok1Rktj6GPS7QQaNngclTCqeZavvDUZKOJJW8166UW2fjwSgt4wKpIDLIEJggDHN2kyeqdHr70eoiE1OpWsPtPTAtUkxvGR5JI2YD0ITJWW3XS17yJwKQy8b66xuxd19iiJIlam2UFe1YFVGoRt3hodYf2VG0oHeqvJN6R5h6OzCj6lS33ANuA2xeUWI9LBS4Fs2Tb5BY1lSe7L3OMAcdIOqZ0x50u5RpuOGiwvHuMNT7C9GLhPEHzWweI0WchoxnauyEJaOJnliGr2BnRQLSfDvdyysuIIf8eEelXaTyDUURb6BZyykOkxIvf4QKIwRZfiy1XAfr0d4Zjv7M5mG5zZoKyGIZanVPF67vhyXcFK8lRC8uFlpS1dVMtG8MMwPpPHQBvXmnQppkcNxrUd6PLMSKU9g7tHsd2YR8dbfEXyoCoHG7Gx7qZMjYg4cV5SBghwUC2pwLDkh6g3UZ41qLDbMwM4qvNwmkNw0BRdnE0hmJkJOeQ5fwsXcsUrM8vgLWRCwKlxhsrN4HnK8MizD
yellow,3,3,6571,2020-04-17 12:24:32.470529,2020-04-17 14:14:03.470529,197.13,7.89,205.02,1iQTUIksfNBsiFYBb7dXtmQCM4S2fNbzDcraCQlsNlN4QfpNc0ph29Yy7RHqZ7sBZBaugepLf2i3nb2aeTlbjhhBF7N2cS3rqcDaa3cD1LBWJm7YqbsLC3l5JIBKVolr1ceANrrAz84zaH3mJwlHb0THEUGMTK8F5dEEZAv6NOtD3AOc1PRAAnUZKrR3wSC7rtOEuue5zc8YbCUbXDp90UKcwpum3a5YX41Er6391vuS5woVtx8HP0gF7hNTC8QufeRpG8EEFLvC6wxStj3NDZyqKW7Ve3OHMh2wvG88MvHZEcxYZ2zEmx4bErL9r91nExSH52N1FrelktimTHDTKqkVOgDtR5UQGstrUqqcpL36yHgdS0Mem93YnrXEr1Sb46cwnbffiqR5BYBbBlYGXgg3jBW6u5NC5Xnz07MHxDupzjdQDGXBXb8waA7xUoV0GJrMjmDzfRl42YxtnElXDZU6iSBiYjxI61f4t0w5iN9qdBP8ND1mhUr0mgsuhMd3XJvyNFUKjPfzwSmByqPDnKJNOFYJ2Q9XU9yyd8E1XzyzmF6mMvXI8GzYDF1sEAd4sCR31BjL9P0LVoHGzvf0d5zfHUjydI9DVzTik2fMBRjSmKiVQ0MaahLUshRPQwIJXGbr5VywtswvdjtAKuXesT95ayGiq3kpNdr90pWjpp9gtAC3STYZNdfCfaRluN5KZv1KweGYQUH92QQiFGgi5zEw1EYh1IOcJKpwA8w7D1j5d4B6zzgRTzDQXztQrmOg
